group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC361,AA:BB:CC:DD:EE:361,SN000361
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC362,AA:BB:CC:DD:EE:362,SN000362
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC363,AA:BB:CC:DD:EE:363,SN000363
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC364,AA:BB:CC:DD:EE:364,SN000364
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC365,AA:BB:CC:DD:EE:365,SN000365
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC366,AA:BB:CC:DD:EE:366,SN000366
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC367,AA:BB:CC:DD:EE:367,SN000367
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC368,AA:BB:CC:DD:EE:368,SN000368
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC369,AA:BB:CC:DD:EE:369,SN000369
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC370,AA:BB:CC:DD:EE:370,SN000370
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC371,AA:BB:CC:DD:EE:371,SN000371
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC372,AA:BB:CC:DD:EE:372,SN000372
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC373,AA:BB:CC:DD:EE:373,SN000373
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC374,AA:BB:CC:DD:EE:374,SN000374
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC375,AA:BB:CC:DD:EE:375,SN000375
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC376,AA:BB:CC:DD:EE:376,SN000376
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC377,AA:BB:CC:DD:EE:377,SN000377
사업장/천안 캠퍼스/SDC 1공장/A1 LINE/장비1,PC378,AA:BB:CC:DD:EE:378,SN000378
