group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8701,AA:BB:CC:DD:EE:8701,SN008701
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8702,AA:BB:CC:DD:EE:8702,SN008702
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8703,AA:BB:CC:DD:EE:8703,SN008703
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8704,AA:BB:CC:DD:EE:8704,SN008704
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8705,AA:BB:CC:DD:EE:8705,SN008705
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8706,AA:BB:CC:DD:EE:8706,SN008706
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8707,AA:BB:CC:DD:EE:8707,SN008707
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8708,AA:BB:CC:DD:EE:8708,SN008708
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8709,AA:BB:CC:DD:EE:8709,SN008709
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8710,AA:BB:CC:DD:EE:8710,SN008710
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8711,AA:BB:CC:DD:EE:8711,SN008711
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8712,AA:BB:CC:DD:EE:8712,SN008712
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8713,AA:BB:CC:DD:EE:8713,SN008713
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8714,AA:BB:CC:DD:EE:8714,SN008714
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8715,AA:BB:CC:DD:EE:8715,SN008715
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8716,AA:BB:CC:DD:EE:8716,SN008716
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8717,AA:BB:CC:DD:EE:8717,SN008717
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8718,AA:BB:CC:DD:EE:8718,SN008718
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8719,AA:BB:CC:DD:EE:8719,SN008719
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8720,AA:BB:CC:DD:EE:8720,SN008720
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8721,AA:BB:CC:DD:EE:8721,SN008721
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8722,AA:BB:CC:DD:EE:8722,SN008722
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8723,AA:BB:CC:DD:EE:8723,SN008723
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8724,AA:BB:CC:DD:EE:8724,SN008724
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8725,AA:BB:CC:DD:EE:8725,SN008725
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8726,AA:BB:CC:DD:EE:8726,SN008726
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8727,AA:BB:CC:DD:EE:8727,SN008727
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8728,AA:BB:CC:DD:EE:8728,SN008728
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8729,AA:BB:CC:DD:EE:8729,SN008729
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8730,AA:BB:CC:DD:EE:8730,SN008730
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8731,AA:BB:CC:DD:EE:8731,SN008731
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8732,AA:BB:CC:DD:EE:8732,SN008732
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8733,AA:BB:CC:DD:EE:8733,SN008733
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8734,AA:BB:CC:DD:EE:8734,SN008734
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8735,AA:BB:CC:DD:EE:8735,SN008735
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8736,AA:BB:CC:DD:EE:8736,SN008736
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8737,AA:BB:CC:DD:EE:8737,SN008737
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8738,AA:BB:CC:DD:EE:8738,SN008738
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8739,AA:BB:CC:DD:EE:8739,SN008739
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8740,AA:BB:CC:DD:EE:8740,SN008740
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8741,AA:BB:CC:DD:EE:8741,SN008741
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8742,AA:BB:CC:DD:EE:8742,SN008742
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8743,AA:BB:CC:DD:EE:8743,SN008743
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8744,AA:BB:CC:DD:EE:8744,SN008744
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8745,AA:BB:CC:DD:EE:8745,SN008745
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8746,AA:BB:CC:DD:EE:8746,SN008746
사업장/천안 캠퍼스/SDC 1공장/A2 LINE/장비1,PC8747,AA:BB:CC:DD:EE:8747,SN008747
