group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92100,AA:BB:CC:DD:EE:92100,SN092100
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92101,AA:BB:CC:DD:EE:92101,SN092101
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92102,AA:BB:CC:DD:EE:92102,SN092102
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92103,AA:BB:CC:DD:EE:92103,SN092103
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92104,AA:BB:CC:DD:EE:92104,SN092104
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92105,AA:BB:CC:DD:EE:92105,SN092105
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92106,AA:BB:CC:DD:EE:92106,SN092106
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92107,AA:BB:CC:DD:EE:92107,SN092107
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92108,AA:BB:CC:DD:EE:92108,SN092108
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92109,AA:BB:CC:DD:EE:92109,SN092109
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92110,AA:BB:CC:DD:EE:92110,SN092110
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92111,AA:BB:CC:DD:EE:92111,SN092111
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92112,AA:BB:CC:DD:EE:92112,SN092112
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92113,AA:BB:CC:DD:EE:92113,SN092113
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92114,AA:BB:CC:DD:EE:92114,SN092114
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92115,AA:BB:CC:DD:EE:92115,SN092115
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92116,AA:BB:CC:DD:EE:92116,SN092116
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92117,AA:BB:CC:DD:EE:92117,SN092117
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92118,AA:BB:CC:DD:EE:92118,SN092118
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92119,AA:BB:CC:DD:EE:92119,SN092119
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92120,AA:BB:CC:DD:EE:92120,SN092120
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92121,AA:BB:CC:DD:EE:92121,SN092121
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92122,AA:BB:CC:DD:EE:92122,SN092122
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92123,AA:BB:CC:DD:EE:92123,SN092123
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92124,AA:BB:CC:DD:EE:92124,SN092124
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92125,AA:BB:CC:DD:EE:92125,SN092125
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92126,AA:BB:CC:DD:EE:92126,SN092126
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92127,AA:BB:CC:DD:EE:92127,SN092127
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92128,AA:BB:CC:DD:EE:92128,SN092128
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92129,AA:BB:CC:DD:EE:92129,SN092129
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92130,AA:BB:CC:DD:EE:92130,SN092130
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92131,AA:BB:CC:DD:EE:92131,SN092131
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92132,AA:BB:CC:DD:EE:92132,SN092132
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92133,AA:BB:CC:DD:EE:92133,SN092133
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92134,AA:BB:CC:DD:EE:92134,SN092134
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92135,AA:BB:CC:DD:EE:92135,SN092135
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92136,AA:BB:CC:DD:EE:92136,SN092136
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92137,AA:BB:CC:DD:EE:92137,SN092137
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92138,AA:BB:CC:DD:EE:92138,SN092138
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92139,AA:BB:CC:DD:EE:92139,SN092139
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92140,AA:BB:CC:DD:EE:92140,SN092140
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92141,AA:BB:CC:DD:EE:92141,SN092141
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92142,AA:BB:CC:DD:EE:92142,SN092142
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92143,AA:BB:CC:DD:EE:92143,SN092143
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92144,AA:BB:CC:DD:EE:92144,SN092144
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92145,AA:BB:CC:DD:EE:92145,SN092145
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92146,AA:BB:CC:DD:EE:92146,SN092146
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92147,AA:BB:CC:DD:EE:92147,SN092147
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92148,AA:BB:CC:DD:EE:92148,SN092148
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92149,AA:BB:CC:DD:EE:92149,SN092149
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92150,AA:BB:CC:DD:EE:92150,SN092150
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92151,AA:BB:CC:DD:EE:92151,SN092151
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92152,AA:BB:CC:DD:EE:92152,SN092152
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92153,AA:BB:CC:DD:EE:92153,SN092153
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92154,AA:BB:CC:DD:EE:92154,SN092154
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92155,AA:BB:CC:DD:EE:92155,SN092155
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92156,AA:BB:CC:DD:EE:92156,SN092156
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92157,AA:BB:CC:DD:EE:92157,SN092157
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92158,AA:BB:CC:DD:EE:92158,SN092158
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92159,AA:BB:CC:DD:EE:92159,SN092159
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92160,AA:BB:CC:DD:EE:92160,SN092160
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92161,AA:BB:CC:DD:EE:92161,SN092161
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92162,AA:BB:CC:DD:EE:92162,SN092162
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92163,AA:BB:CC:DD:EE:92163,SN092163
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92164,AA:BB:CC:DD:EE:92164,SN092164
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92165,AA:BB:CC:DD:EE:92165,SN092165
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92166,AA:BB:CC:DD:EE:92166,SN092166
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92167,AA:BB:CC:DD:EE:92167,SN092167
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92168,AA:BB:CC:DD:EE:92168,SN092168
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92169,AA:BB:CC:DD:EE:92169,SN092169
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92170,AA:BB:CC:DD:EE:92170,SN092170
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92171,AA:BB:CC:DD:EE:92171,SN092171
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92172,AA:BB:CC:DD:EE:92172,SN092172
사업장/천안 캠퍼스/SDC 4공장/A3 LINE/장비1,PC92173,AA:BB:CC:DD:EE:92173,SN092173
