group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67080,AA:BB:CC:DD:EE:67080,SN067080
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67081,AA:BB:CC:DD:EE:67081,SN067081
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67082,AA:BB:CC:DD:EE:67082,SN067082
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67083,AA:BB:CC:DD:EE:67083,SN067083
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67084,AA:BB:CC:DD:EE:67084,SN067084
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67085,AA:BB:CC:DD:EE:67085,SN067085
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67086,AA:BB:CC:DD:EE:67086,SN067086
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67087,AA:BB:CC:DD:EE:67087,SN067087
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67088,AA:BB:CC:DD:EE:67088,SN067088
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67089,AA:BB:CC:DD:EE:67089,SN067089
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67090,AA:BB:CC:DD:EE:67090,SN067090
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67091,AA:BB:CC:DD:EE:67091,SN067091
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67092,AA:BB:CC:DD:EE:67092,SN067092
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67093,AA:BB:CC:DD:EE:67093,SN067093
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67094,AA:BB:CC:DD:EE:67094,SN067094
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67095,AA:BB:CC:DD:EE:67095,SN067095
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67096,AA:BB:CC:DD:EE:67096,SN067096
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67097,AA:BB:CC:DD:EE:67097,SN067097
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67098,AA:BB:CC:DD:EE:67098,SN067098
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67099,AA:BB:CC:DD:EE:67099,SN067099
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67100,AA:BB:CC:DD:EE:67100,SN067100
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67101,AA:BB:CC:DD:EE:67101,SN067101
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67102,AA:BB:CC:DD:EE:67102,SN067102
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67103,AA:BB:CC:DD:EE:67103,SN067103
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67104,AA:BB:CC:DD:EE:67104,SN067104
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67105,AA:BB:CC:DD:EE:67105,SN067105
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67106,AA:BB:CC:DD:EE:67106,SN067106
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67107,AA:BB:CC:DD:EE:67107,SN067107
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67108,AA:BB:CC:DD:EE:67108,SN067108
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67109,AA:BB:CC:DD:EE:67109,SN067109
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67110,AA:BB:CC:DD:EE:67110,SN067110
사업장/천안 캠퍼스/SDC 3공장/A3 LINE/장비1,PC67111,AA:BB:CC:DD:EE:67111,SN067111
