group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25381,AA:BB:CC:DD:EE:25381,SN025381
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25382,AA:BB:CC:DD:EE:25382,SN025382
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25383,AA:BB:CC:DD:EE:25383,SN025383
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25384,AA:BB:CC:DD:EE:25384,SN025384
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25385,AA:BB:CC:DD:EE:25385,SN025385
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25386,AA:BB:CC:DD:EE:25386,SN025386
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25387,AA:BB:CC:DD:EE:25387,SN025387
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25388,AA:BB:CC:DD:EE:25388,SN025388
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25389,AA:BB:CC:DD:EE:25389,SN025389
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25390,AA:BB:CC:DD:EE:25390,SN025390
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25391,AA:BB:CC:DD:EE:25391,SN025391
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25392,AA:BB:CC:DD:EE:25392,SN025392
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25393,AA:BB:CC:DD:EE:25393,SN025393
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25394,AA:BB:CC:DD:EE:25394,SN025394
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25395,AA:BB:CC:DD:EE:25395,SN025395
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25396,AA:BB:CC:DD:EE:25396,SN025396
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25397,AA:BB:CC:DD:EE:25397,SN025397
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25398,AA:BB:CC:DD:EE:25398,SN025398
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25399,AA:BB:CC:DD:EE:25399,SN025399
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25400,AA:BB:CC:DD:EE:25400,SN025400
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25401,AA:BB:CC:DD:EE:25401,SN025401
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25402,AA:BB:CC:DD:EE:25402,SN025402
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25403,AA:BB:CC:DD:EE:25403,SN025403
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25404,AA:BB:CC:DD:EE:25404,SN025404
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25405,AA:BB:CC:DD:EE:25405,SN025405
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25406,AA:BB:CC:DD:EE:25406,SN025406
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25407,AA:BB:CC:DD:EE:25407,SN025407
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25408,AA:BB:CC:DD:EE:25408,SN025408
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25409,AA:BB:CC:DD:EE:25409,SN025409
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25410,AA:BB:CC:DD:EE:25410,SN025410
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25411,AA:BB:CC:DD:EE:25411,SN025411
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25412,AA:BB:CC:DD:EE:25412,SN025412
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25413,AA:BB:CC:DD:EE:25413,SN025413
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25414,AA:BB:CC:DD:EE:25414,SN025414
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25415,AA:BB:CC:DD:EE:25415,SN025415
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25416,AA:BB:CC:DD:EE:25416,SN025416
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25417,AA:BB:CC:DD:EE:25417,SN025417
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25418,AA:BB:CC:DD:EE:25418,SN025418
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25419,AA:BB:CC:DD:EE:25419,SN025419
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25420,AA:BB:CC:DD:EE:25420,SN025420
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25421,AA:BB:CC:DD:EE:25421,SN025421
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25422,AA:BB:CC:DD:EE:25422,SN025422
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25423,AA:BB:CC:DD:EE:25423,SN025423
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25424,AA:BB:CC:DD:EE:25424,SN025424
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25425,AA:BB:CC:DD:EE:25425,SN025425
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25426,AA:BB:CC:DD:EE:25426,SN025426
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25427,AA:BB:CC:DD:EE:25427,SN025427
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25428,AA:BB:CC:DD:EE:25428,SN025428
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25429,AA:BB:CC:DD:EE:25429,SN025429
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25430,AA:BB:CC:DD:EE:25430,SN025430
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25431,AA:BB:CC:DD:EE:25431,SN025431
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25432,AA:BB:CC:DD:EE:25432,SN025432
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25433,AA:BB:CC:DD:EE:25433,SN025433
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25434,AA:BB:CC:DD:EE:25434,SN025434
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25435,AA:BB:CC:DD:EE:25435,SN025435
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25436,AA:BB:CC:DD:EE:25436,SN025436
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25437,AA:BB:CC:DD:EE:25437,SN025437
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25438,AA:BB:CC:DD:EE:25438,SN025438
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25439,AA:BB:CC:DD:EE:25439,SN025439
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25440,AA:BB:CC:DD:EE:25440,SN025440
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25441,AA:BB:CC:DD:EE:25441,SN025441
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25442,AA:BB:CC:DD:EE:25442,SN025442
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25443,AA:BB:CC:DD:EE:25443,SN025443
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25444,AA:BB:CC:DD:EE:25444,SN025444
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25445,AA:BB:CC:DD:EE:25445,SN025445
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25446,AA:BB:CC:DD:EE:25446,SN025446
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25447,AA:BB:CC:DD:EE:25447,SN025447
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25448,AA:BB:CC:DD:EE:25448,SN025448
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25449,AA:BB:CC:DD:EE:25449,SN025449
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25450,AA:BB:CC:DD:EE:25450,SN025450
사업장/천안 캠퍼스/SDC 2공장/A1 LINE/장비1,PC25451,AA:BB:CC:DD:EE:25451,SN025451
