group_name,pc_name,mac,serial_number
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83760,AA:BB:CC:DD:EE:83760,SN083760
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83761,AA:BB:CC:DD:EE:83761,SN083761
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83762,AA:BB:CC:DD:EE:83762,SN083762
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83763,AA:BB:CC:DD:EE:83763,SN083763
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83764,AA:BB:CC:DD:EE:83764,SN083764
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83765,AA:BB:CC:DD:EE:83765,SN083765
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83766,AA:BB:CC:DD:EE:83766,SN083766
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83767,AA:BB:CC:DD:EE:83767,SN083767
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83768,AA:BB:CC:DD:EE:83768,SN083768
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83769,AA:BB:CC:DD:EE:83769,SN083769
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83770,AA:BB:CC:DD:EE:83770,SN083770
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83771,AA:BB:CC:DD:EE:83771,SN083771
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83772,AA:BB:CC:DD:EE:83772,SN083772
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83773,AA:BB:CC:DD:EE:83773,SN083773
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83774,AA:BB:CC:DD:EE:83774,SN083774
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83775,AA:BB:CC:DD:EE:83775,SN083775
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83776,AA:BB:CC:DD:EE:83776,SN083776
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83777,AA:BB:CC:DD:EE:83777,SN083777
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83778,AA:BB:CC:DD:EE:83778,SN083778
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83779,AA:BB:CC:DD:EE:83779,SN083779
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83780,AA:BB:CC:DD:EE:83780,SN083780
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83781,AA:BB:CC:DD:EE:83781,SN083781
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83782,AA:BB:CC:DD:EE:83782,SN083782
사업장/천안 캠퍼스/SDC 4공장/A2 LINE/장비1,PC83783,AA:BB:CC:DD:EE:83783,SN083783
